포인트 WKT,시설물 ID,시군구 코,시군구명,읍면동 코,읍면동명,시설코드,안심귀갓길,안심귀갓_1,설치대수,비고,관리기관,전화번호,조성년월,세부위치,데이터 기,이미지명,center_lon,center_lat,geometry_wkt,source_dataset
POINT(126.940485 37.485001),1162010100_02_P11,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,꿈의광장 앞,20220923,1162010100_02_P11_305.jpeg,126.940485,37.485001,POINT (126.940485 37.485001),Seoul Safe Route Facilities SHP
POINT(126.940510 37.484989),1162010100_02_P12,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_02,관악안심02,1,,,,,꿈의광장 옆,20220923,1162010100_02_P12_304.jpeg,126.94051,37.484989,POINT (126.94051 37.484989),Seoul Safe Route Facilities SHP
POINT(126.940659 37.485095),1162010100_02_P13,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로29길21 옆,20220923,1162010100_02_P13_305.jpeg,126.940659,37.485095,POINT (126.940659 37.485095),Seoul Safe Route Facilities SHP
POINT(126.940835 37.485183),1162010100_02_P14,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,하은빨래방 앞,20220923,1162010100_02_P14_305.jpeg,126.940835,37.485183,POINT (126.940835 37.485183),Seoul Safe Route Facilities SHP
POINT(126.940835 37.485183),1162010100_02_P15,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,하은빨래방 앞,20220923,1162010100_02_P15_302.jpeg,126.940835,37.485183,POINT (126.940835 37.485183),Seoul Safe Route Facilities SHP
POINT(126.941172 37.485278),1162010100_02_P16,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로29길33 옆,20220923,1162010100_02_P16_305.jpeg,126.941172,37.485278,POINT (126.941172 37.485278),Seoul Safe Route Facilities SHP
POINT(126.941495 37.485316),1162010100_02_P17,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로29길38 옆,20220923,1162010100_02_P17_305.jpeg,126.941495,37.485316,POINT (126.941495 37.485316),Seoul Safe Route Facilities SHP
POINT(126.941495 37.485316),1162010100_02_P18,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_02,관악안심02,1,,관악경찰서 당곡지구대,02-870-0810,,봉천로29길38 옆,20220923,1162010100_02_P18_307.jpeg,126.941495,37.485316,POINT (126.941495 37.485316),Seoul Safe Route Facilities SHP
POINT(126.941495 37.485316),1162010100_02_P19,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,봉천로29길38 옆,20220923,1162010100_02_P19_302.jpeg,126.941495,37.485316,POINT (126.941495 37.485316),Seoul Safe Route Facilities SHP
POINT(126.941527 37.485352),1162010100_02_P20,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_02,관악안심02,1,,,,,봉천로29길42 앞,20220923,1162010100_02_P20_304.jpeg,126.941527,37.485352,POINT (126.941527 37.485352),Seoul Safe Route Facilities SHP
POINT(126.941766 37.485393),1162010100_02_P21,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,국화타워빌 옆,20220923,1162010100_02_P21_305.jpeg,126.941766,37.485393,POINT (126.941766 37.485393),Seoul Safe Route Facilities SHP
POINT(126.942059 37.485536),1162010100_02_P22,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,다목적 CCTV,관악구청 도로관리과장,02-879-6782,,봉천로29길51 앞,20220923,1162010100_02_P22_302.jpeg,126.942059,37.485536,POINT (126.942059 37.485536),Seoul Safe Route Facilities SHP
POINT(126.942059 37.485536),1162010100_02_P23,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_02,관악안심02,1,,관악경찰서 당곡지구대,02-870-0810,,봉천로29길51 앞,20220923,1162010100_02_P23_307.jpeg,126.942059,37.485536,POINT (126.942059 37.485536),Seoul Safe Route Facilities SHP
POINT(126.942059 37.485536),1162010100_02_P24,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_02,관악안심02,1,,,,,봉천로29길51 앞,20220923,1162010100_02_P24_301.jpeg,126.942059,37.485536,POINT (126.942059 37.485536),Seoul Safe Route Facilities SHP
POINT(126.942145 37.485505),1162010100_02_P25,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,가가호호재가노인복지센터 옆,20220923,1162010100_02_P25_305.jpeg,126.942145,37.485505,POINT (126.942145 37.485505),Seoul Safe Route Facilities SHP
POINT(126.942269 37.485597),1162010100_02_P26,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,해피STATE 앞,20220923,1162010100_02_P26_305.jpeg,126.942269,37.485597,POINT (126.942269 37.485597),Seoul Safe Route Facilities SHP
POINT(126.942369 37.485604),1162010100_02_P27,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_02,관악안심02,1,,,,,해피STATE 앞,20220923,1162010100_02_P27_304.jpeg,126.942369,37.485604,POINT (126.942369 37.485604),Seoul Safe Route Facilities SHP
POINT(126.942525 37.485625),1162010100_02_P28,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로29길58 앞,20220923,1162010100_02_P28_305.jpeg,126.942525,37.485625,POINT (126.942525 37.485625),Seoul Safe Route Facilities SHP
POINT(126.942525 37.485625),1162010100_02_P29,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,봉천로29길58 앞,20220923,1162010100_02_P29_302.jpeg,126.942525,37.485625,POINT (126.942525 37.485625),Seoul Safe Route Facilities SHP
POINT(126.942840 37.485704),1162010100_02_P30,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,새싹피아노 앞,20220923,1162010100_02_P30_305.jpeg,126.94284,37.485704,POINT (126.94284 37.485704),Seoul Safe Route Facilities SHP
POINT(126.942949 37.485781),1162010100_02_P31,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,새싹피아노 옆,20220923,1162010100_02_P31_305.jpeg,126.942949,37.485781,POINT (126.942949 37.485781),Seoul Safe Route Facilities SHP
POINT(126.943300 37.485889),1162010100_02_P32,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,에델바움 옆,20220923,1162010100_02_P32_305.jpeg,126.9433,37.485889,POINT (126.9433 37.485889),Seoul Safe Route Facilities SHP
POINT(126.943462 37.485934),1162010100_02_P33,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로29길74 옆,20220923,1162010100_02_P33_305.jpeg,126.943462,37.485934,POINT (126.943462 37.485934),Seoul Safe Route Facilities SHP
POINT(126.943462 37.485934),1162010100_02_P34,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,봉천로29길74 옆,20220923,1162010100_02_P34_302.jpeg,126.943462,37.485934,POINT (126.943462 37.485934),Seoul Safe Route Facilities SHP
POINT(126.943659 37.485994),1162010100_02_P35,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,소원하이빌 앞,20220923,1162010100_02_P35_305.jpeg,126.943659,37.485994,POINT (126.943659 37.485994),Seoul Safe Route Facilities SHP
POINT(126.943888 37.486062),1162010100_02_P36,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,일심교회 옆,20220923,1162010100_02_P36_305.jpeg,126.943888,37.486062,POINT (126.943888 37.486062),Seoul Safe Route Facilities SHP
POINT(126.943933 37.486052),1162010100_02_P37,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_02,관악안심02,1,,,,,일심교회 옆,20220923,1162010100_02_P37_304.jpeg,126.943933,37.486052,POINT (126.943933 37.486052),Seoul Safe Route Facilities SHP
POINT(126.944057 37.486113),1162010100_02_P38,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_02,관악안심02,1,,,,,봉천로33길63 옆,20220923,1162010100_02_P38_305.jpeg,126.944057,37.486113,POINT (126.944057 37.486113),Seoul Safe Route Facilities SHP
POINT(126.944057 37.486113),1162010100_02_P39,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_02,관악안심02,1,,관악경찰서 당곡지구대,02-870-0810,,봉천로33길63 옆,20220923,1162010100_02_P39_307.jpeg,126.944057,37.486113,POINT (126.944057 37.486113),Seoul Safe Route Facilities SHP
POINT(126.944057 37.486113),1162010100_02_P40,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_02,관악안심02,1,,,,,봉천로33길63 옆,20220923,1162010100_02_P40_301.jpeg,126.944057,37.486113,POINT (126.944057 37.486113),Seoul Safe Route Facilities SHP
POINT(126.944057 37.486113),1162010100_02_P41,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_02,관악안심02,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,봉천로33길63 옆,20220923,1162010100_02_P41_302.jpeg,126.944057,37.486113,POINT (126.944057 37.486113),Seoul Safe Route Facilities SHP
POINT(126.936250 37.488762),1162010100_03_P01,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,GS25 봉천동신점 옆,20220921,1162010100_03_P01_305.jpeg,126.93625,37.488762,POINT (126.93625 37.488762),Seoul Safe Route Facilities SHP
POINT(126.936250 37.488762),1162010100_03_P02,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,다목적 CCTV,관악구청 스마트정보과장,02-879-4963,,GS25 봉천동신점 옆,20220921,1162010100_03_P02_302.jpeg,126.93625,37.488762,POINT (126.93625 37.488762),Seoul Safe Route Facilities SHP
POINT(126.936250 37.488762),1162010100_03_P03,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_03,관악안심03,1,,,,,GS25 봉천동신점 옆,20220921,1162010100_03_P03_301.jpeg,126.93625,37.488762,POINT (126.93625 37.488762),Seoul Safe Route Facilities SHP
POINT(126.936250 37.488762),1162010100_03_P04,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_03,관악안심03,1,,관악경찰서 당곡지구대,02-870-0810,,GS25 봉천동신점 옆,20220921,1162010100_03_P04_307.jpeg,126.93625,37.488762,POINT (126.93625 37.488762),Seoul Safe Route Facilities SHP
POINT(126.936171 37.488551),1162010100_03_P05,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_03,관악안심03,1,,,,,봉천로23길50 앞,20220921,1162010100_03_P05_304.jpeg,126.936171,37.488551,POINT (126.936171 37.488551),Seoul Safe Route Facilities SHP
POINT(126.936132 37.488549),1162010100_03_P06,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,봉천로23길50 앞,20220921,1162010100_03_P06_305.jpeg,126.936132,37.488549,POINT (126.936132 37.488549),Seoul Safe Route Facilities SHP
POINT(126.936062 37.488346),1162010100_03_P07,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,봉천로23길45 옆,20220921,1162010100_03_P07_305.jpeg,126.936062,37.488346,POINT (126.936062 37.488346),Seoul Safe Route Facilities SHP
POINT(126.935950 37.488119),1162010100_03_P08,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,방범용 CCTV,관악구청 스마트정보과장,02-879-4963,,(구)금성세탁 앞,20220921,1162010100_03_P08_302.jpeg,126.93595,37.488119,POINT (126.93595 37.488119),Seoul Safe Route Facilities SHP
POINT(126.935950 37.488119),1162010100_03_P09,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,(구)금성세탁 앞,20220921,1162010100_03_P09_305.jpeg,126.93595,37.488119,POINT (126.93595 37.488119),Seoul Safe Route Facilities SHP
POINT(126.935950 37.488119),1162010100_03_P10,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_03,관악안심03,1,,관악경찰서 당곡지구대,02-870-0810,,(구)금성세탁 앞,20220921,1162010100_03_P10_307.jpeg,126.93595,37.488119,POINT (126.93595 37.488119),Seoul Safe Route Facilities SHP
POINT(126.935950 37.488119),1162010100_03_P11,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_03,관악안심03,1,,,,,(구)금성세탁 앞,20220921,1162010100_03_P11_301.jpeg,126.93595,37.488119,POINT (126.93595 37.488119),Seoul Safe Route Facilities SHP
POINT(126.935926 37.487876),1162010100_03_P12,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,봉천로23길 34앞,20220921,1162010100_03_P12_305.jpeg,126.935926,37.487876,POINT (126.935926 37.487876),Seoul Safe Route Facilities SHP
POINT(126.935894 37.487836),1162010100_03_P13,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_03,관악안심03,1,,,,,본깔리떼 빵집 앞,20220921,1162010100_03_P13_304.jpeg,126.935894,37.487836,POINT (126.935894 37.487836),Seoul Safe Route Facilities SHP
POINT(126.935801 37.487608),1162010100_03_P14,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,다목적 CCTV,관악구청 안전관리과장,02-879-4963,,비즈니스 케이원 앞,20220921,1162010100_03_P14_302.jpeg,126.935801,37.487608,POINT (126.935801 37.487608),Seoul Safe Route Facilities SHP
POINT(126.935801 37.487608),1162010100_03_P15,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,비즈니스 케이원 앞,20220921,1162010100_03_P15_305.jpeg,126.935801,37.487608,POINT (126.935801 37.487608),Seoul Safe Route Facilities SHP
POINT(126.935801 37.487608),1162010100_03_P16,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_03,관악안심03,1,,,,,비즈니스 케이원 앞,20220921,1162010100_03_P16_301.jpeg,126.935801,37.487608,POINT (126.935801 37.487608),Seoul Safe Route Facilities SHP
POINT(126.935801 37.487608),1162010100_03_P17,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_03,관악안심03,1,,관악경찰서 당곡지구대,02-870-0810,,비즈니스 케이원 앞,20220921,1162010100_03_P17_307.jpeg,126.935801,37.487608,POINT (126.935801 37.487608),Seoul Safe Route Facilities SHP
POINT(126.935706 37.487483),1162010100_03_P18,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,김밥생각 앞,20220921,1162010100_03_P18_305.jpeg,126.935706,37.487483,POINT (126.935706 37.487483),Seoul Safe Route Facilities SHP
POINT(126.935628 37.487382),1162010100_03_P19,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,향기로운 빨래방 보라매점 앞,20220921,1162010100_03_P19_305.jpeg,126.935628,37.487382,POINT (126.935628 37.487382),Seoul Safe Route Facilities SHP
POINT(126.935432 37.487151),1162010100_03_P20,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_03,관악안심03,1,,,,,진선미용실 앞,20220921,1162010100_03_P20_304.jpeg,126.935432,37.487151,POINT (126.935432 37.487151),Seoul Safe Route Facilities SHP
POINT(126.935446 37.487123),1162010100_03_P21,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,금덕공인중개사 사무소 앞,20220921,1162010100_03_P21_305.jpeg,126.935446,37.487123,POINT (126.935446 37.487123),Seoul Safe Route Facilities SHP
POINT(126.935359 37.487091),1162010100_03_P22,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_03,관악안심03,1,,관악경찰서 당곡지구대,02-870-0810,,금덕공인중개사 사무소 옆,20220921,1162010100_03_P22_307.jpeg,126.935359,37.487091,POINT (126.935359 37.487091),Seoul Safe Route Facilities SHP
POINT(126.935359 37.487091),1162010100_03_P23,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,방범용 CCTV,관악구청 안전관리과장,02-879-4963,,금덕공인중개사 사무소 옆,20220921,1162010100_03_P23_302.jpeg,126.935359,37.487091,POINT (126.935359 37.487091),Seoul Safe Route Facilities SHP
POINT(126.935324 37.486964),1162010100_03_P24,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,죠샌드위치 봉천점 옆,20220921,1162010100_03_P24_305.jpeg,126.935324,37.486964,POINT (126.935324 37.486964),Seoul Safe Route Facilities SHP
POINT(126.935324 37.486964),1162010100_03_P25,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,죠샌드위치 봉천점 옆,20220921,1162010100_03_P25_302.jpeg,126.935324,37.486964,POINT (126.935324 37.486964),Seoul Safe Route Facilities SHP
POINT(126.935168 37.486837),1162010100_03_P26,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,백광사세탁 옆,20220921,1162010100_03_P26_305.jpeg,126.935168,37.486837,POINT (126.935168 37.486837),Seoul Safe Route Facilities SHP
POINT(126.935133 37.486682),1162010100_03_P27,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_03,관악안심03,1,,,,,소문난떡 앞,20220921,1162010100_03_P27_305.jpeg,126.935133,37.486682,POINT (126.935133 37.486682),Seoul Safe Route Facilities SHP
POINT(126.935133 37.486682),1162010100_03_P28,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_03,관악안심03,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,소문난떡 앞,20220921,1162010100_03_P28_302.jpeg,126.935133,37.486682,POINT (126.935133 37.486682),Seoul Safe Route Facilities SHP
POINT(126.935084 37.486672),1162010100_03_P29,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_03,관악안심03,1,,,,,소문난떡 앞,20220921,1162010100_03_P29_304.jpeg,126.935084,37.486672,POINT (126.935084 37.486672),Seoul Safe Route Facilities SHP
POINT(126.963627 37.477151),1162010100_05_P01,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,다목적 CCTV,관악경찰서 생활안전계,02-870-0180,,NH 농협은행 낙성대역지점 앞,20220923,1162010100_05_P01_302.jpeg,126.963627,37.477151,POINT (126.963627 37.477151),Seoul Safe Route Facilities SHP
POINT(126.963627 37.477151),1162010100_05_P02,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_05,관악안심05,1,,관악경찰서 낙성지구대,02-870-0810,,NH 농협은행 낙성대역지점 앞,20220923,1162010100_05_P02_307.jpeg,126.963627,37.477151,POINT (126.963627 37.477151),Seoul Safe Route Facilities SHP
POINT(126.963627 37.477151),1162010100_05_P03,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_05,관악안심05,1,,,,,NH 농협은행 낙성대역지점 앞,20220923,1162010100_05_P03_301.jpeg,126.963627,37.477151,POINT (126.963627 37.477151),Seoul Safe Route Facilities SHP
POINT(126.963682 37.477289),1162010100_05_P04,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_05,관악안심05,1,,,,,준오헤어 옆,20220923,1162010100_05_P04_304.jpeg,126.963682,37.477289,POINT (126.963682 37.477289),Seoul Safe Route Facilities SHP
POINT(126.963885 37.477755),1162010100_05_P05,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,GS25 행운중앙점 옆,20220923,1162010100_05_P05_305.jpeg,126.963885,37.477755,POINT (126.963885 37.477755),Seoul Safe Route Facilities SHP
POINT(126.963885 37.477755),1162010100_05_P06,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,GS25 행운중앙점 옆,20220923,1162010100_05_P06_302.jpeg,126.963885,37.477755,POINT (126.963885 37.477755),Seoul Safe Route Facilities SHP
POINT(126.964187 37.477648),1162010100_05_P07,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,방범용 CCTV,관악경찰서 생활안전계,02-870-0180,,덕산에코빌 앞,20220923,1162010100_05_P07_302.jpeg,126.964187,37.477648,POINT (126.964187 37.477648),Seoul Safe Route Facilities SHP
POINT(126.964187 37.477648),1162010100_05_P08,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,덕산에코빌 앞,20220923,1162010100_05_P08_305.jpeg,126.964187,37.477648,POINT (126.964187 37.477648),Seoul Safe Route Facilities SHP
POINT(126.964187 37.477648),1162010100_05_P09,1162000000,서울특별시 관악구,1162010100,봉천동,301,1162010100_05,관악안심05,1,,,,,덕산에코빌 앞,20220923,1162010100_05_P09_301.jpeg,126.964187,37.477648,POINT (126.964187 37.477648),Seoul Safe Route Facilities SHP
POINT(126.964187 37.477648),1162010100_05_P10,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_05,관악안심05,1,,관악경찰서 낙성대지구대,02-870-0810,,덕산에코빌 앞,20220923,1162010100_05_P10_307.jpeg,126.964187,37.477648,POINT (126.964187 37.477648),Seoul Safe Route Facilities SHP
POINT(126.964192 37.477619),1162010100_05_P11,1162000000,서울특별시 관악구,1162010100,봉천동,304,1162010100_05,관악안심05,1,,,,,덕산에코빌 앞,20220923,1162010100_05_P11_304.jpeg,126.964192,37.477619,POINT (126.964192 37.477619),Seoul Safe Route Facilities SHP
POINT(126.964451 37.477543),1162010100_05_P12,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,유송오피스텔 앞,20220923,1162010100_05_P12_305.jpeg,126.964451,37.477543,POINT (126.964451 37.477543),Seoul Safe Route Facilities SHP
POINT(126.964768 37.477416),1162010100_05_P13,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,한솔원룸텔 앞,20220923,1162010100_05_P13_305.jpeg,126.964768,37.477416,POINT (126.964768 37.477416),Seoul Safe Route Facilities SHP
POINT(126.964768 37.477416),1162010100_05_P14,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,방범용 CCTV,관악경찰서 생활안전계,02-870-0180,,한솔원룸텔 앞,20220923,1162010100_05_P14_302.jpeg,126.964768,37.477416,POINT (126.964768 37.477416),Seoul Safe Route Facilities SHP
POINT(126.964991 37.477331),1162010100_05_P15,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,목양빌라 앞,20220923,1162010100_05_P15_305.jpeg,126.964991,37.477331,POINT (126.964991 37.477331),Seoul Safe Route Facilities SHP
POINT(126.965193 37.477246),1162010100_05_P16,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,2,,,,,참평안교회 앞,20220923,1162010100_05_P16_305.jpeg,126.965193,37.477246,POINT (126.965193 37.477246),Seoul Safe Route Facilities SHP
POINT(126.965193 37.477246),1162010100_05_P17,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,방범용 CCTV,관악구청 도로관리과장,02-879-6782,,참평안교회 앞,20220923,1162010100_05_P17_302.jpeg,126.965193,37.477246,POINT (126.965193 37.477246),Seoul Safe Route Facilities SHP
POINT(126.965193 37.477246),1162010100_05_P18,1162000000,서울특별시 관악구,1162010100,봉천동,307,1162010100_05,관악안심05,1,,관악경찰서 낙성대지구대,02-870-0810,,참평안교회 앞,20220923,1162010100_05_P18_307.jpeg,126.965193,37.477246,POINT (126.965193 37.477246),Seoul Safe Route Facilities SHP
POINT(126.965219 37.477327),1162010100_05_P19,1162000000,서울특별시 관악구,1162010100,봉천동,305,1162010100_05,관악안심05,1,,,,,남부순환로245길13 앞,20220923,1162010100_05_P19_305.jpeg,126.965219,37.477327,POINT (126.965219 37.477327),Seoul Safe Route Facilities SHP
POINT(126.965329 37.477341),1162010100_05_P20,1162000000,서울특별시 관악구,1162010100,봉천동,302,1162010100_05,관악안심05,1,다목적 CCTV,관악경찰서 생활안전계,02-870-0180,,둥글하우스 앞,20220923,1162010100_05_P20_302.jpeg,126.965329,37.477341,POINT (126.965329 37.477341),Seoul Safe Route Facilities SHP
